Timestamp,What is your current graduation year?,What is your (intended) concentration area(s)?,How would you describe your gender identity? Check all that apply.,Which of the following do you consider yourself to be?,How would you describe your race and ethnicity? Check all that apply.,Do you participate in athletics at Brown? Select all that apply.,How would you describe your political views?,Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere),To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.,Which would you rather have guaranteed after college?,Have you ever ended a friendship over a difference in political opinion?,Do you consider yourself neurodivergent?,How serious a problem do you think illegal immigration is for the United States right now?,To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.,Would you rather die now or live forever?
11/19/2024 13:46:32,2026,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,Yes,No,Not at all serious,Strongly agree,Live forever
11/19/2024 13:54:51,2028,Humanities/Arts,Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Prefer not to answer,Prefer not to answer,No,Unsure,Not too serious,Strongly disagree,Live forever
11/19/2024 14:06:16,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 14:06:52,2028,Humanities/Arts,Non-binary,Queer,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Unsure,Yes,Somewhat agree,Dream job,Yes,Yes,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:13:03,2028,Humanities/Arts,Woman,Straight,White,"No, I do not participate in varsity or club athletics",Very conservative,No,Strongly agree,Ideal romantic partner,No,Unsure,Very serious,Strongly agree,Die now
11/19/2024 14:13:26,2028,"Physical Sciences (including math, computer science)",Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,Unsure,Somewhat serious,Strongly agree,Die now
11/19/2024 14:14:23,2025,"Humanities/Arts, Life Sciences",Woman,"Lesbian, Asexual",Asian,"Yes, club athletics",Liberal,No,Prefer not to answer,Ideal romantic partner,Unsure,No,Prefer not to answer,Strongly agree,Die now
11/19/2024 14:15:14,2028,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,Yes,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:15:33,2028,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Bisexual,Middle Eastern or North African,"Yes, club athletics",Very liberal,No,Somewhat disagree,Dream job,No,Unsure,Not at all serious,Somewhat disagree,Live forever
11/19/2024 14:16:05,2028,"Physical Sciences (including math, computer science)",Woman,Prefer not to answer,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Unsure,Somewhat agree,Live forever
11/19/2024 14:16:52,2027,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Prefer not to answer,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 14:16:57,2027,"Social Sciences (including economics, CLPS)",Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Prefer not to answer
11/19/2024 14:21:19,2027,"Social Sciences (including economics, CLPS)",Woman,Lesbian,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,Unsure,No,Not too serious,Strongly agree,Die now
11/19/2024 14:21:35,2028,Humanities/Arts,Man,Gay,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat disagree,Dream job,No,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:22:19,2028,Humanities/Arts,Woman,Prefer not to answer,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:23:03,2027,"Social Sciences (including economics, CLPS)",Man,Straight,Black,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat disagree,Die now
11/19/2024 14:23:09,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Prefer not to answer,No,Unsure,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:23:58,2027,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Lesbian,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Not too serious,Somewhat agree,Die now
11/19/2024 14:25:10,2025,Life Sciences,Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,No,Unsure,Not too serious,Somewhat disagree,Die now
11/19/2024 14:25:27,2026,"Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Yes,Unsure,Not too serious,Strongly agree,Die now
11/19/2024 14:25:39,2025,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,Unsure,No,Not too serious,Somewhat agree,Live forever
11/19/2024 14:27:26,2028,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly agree,Dream job,No,Yes,Very serious,Somewhat agree,Live forever
11/19/2024 14:27:35,2026,"Physical Sciences (including math, computer science)",Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Unsure,Strongly agree,Live forever
11/19/2024 14:28:21,2028,Life Sciences,Woman,Bisexual,Asian,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 14:29:45,2025,"Humanities/Arts, Physical Sciences (including math, computer science)","Man, Questioning",Bisexual,"Asian, White","No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Dream job,Yes,Yes,Not too serious,Somewhat agree,Live forever
11/19/2024 14:30:11,2028,"Physical Sciences (including math, computer science)",Man,Bisexual,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Strongly agree,Live forever
11/19/2024 14:30:48,2025,"Humanities/Arts, Life Sciences",Woman,Straight,"Black, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,No,Unsure,Not at all serious,Somewhat disagree,Die now
11/19/2024 14:31:20,2025,Life Sciences,Woman,Questioning,White,"No, I do not participate in varsity or club athletics",Unsure,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Live forever
11/19/2024 14:32:43,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Unsure,Strongly agree,Live forever
11/19/2024 14:33:34,2025,"Physical Sciences (including math, computer science)",Woman,Bisexual,Black,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Dream job,Yes,Unsure,Not too serious,Somewhat agree,Die now
11/19/2024 14:34:29,2027,Life Sciences,Man,Straight,Black,"No, I do not participate in varsity or club athletics",Unsure,No,Prefer not to answer,Dream job,No,No,Not too serious,Strongly agree,Prefer not to answer
11/19/2024 14:35:16,2026,"Life Sciences, Physical Sciences (including math, computer science)",Man,Straight,Asian,"Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/19/2024 14:37:41,2028,"Physical Sciences (including math, computer science)",Man,Straight,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Dream job,No,No,Somewhat serious,Somewhat agree,Live forever
11/19/2024 14:39:06,2027,"Physical Sciences (including math, computer science)",Woman,Lesbian,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Die now
11/19/2024 14:39:56,2025,Humanities/Arts,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly agree,Dream job,No,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 14:43:10,2025,"Life Sciences, Social Sciences (including economics, CLPS)",Woman,Bisexual,Asian,"Yes, club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,Yes,Yes,Not too serious,Strongly agree,Live forever
11/19/2024 14:44:27,2025,Humanities/Arts,Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,Yes,No,Not at all serious,Strongly agree,Live forever
11/19/2024 14:44:52,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 14:45:29,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly disagree,Dream job,Yes,No,Not at all serious,Strongly disagree,Die now
11/19/2024 14:45:56,2025,Humanities/Arts,Woman,Straight,"Asian, Hispanic or Latino","No, I do not participate in varsity or club athletics",Prefer not to answer,No,Strongly agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/19/2024 14:46:22,2025,"Physical Sciences (including math, computer science)",Woman,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,No,Not at all serious,Strongly agree,Live forever
11/19/2024 14:47:52,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Unsure,Yes,Somewhat agree,Dream job,Unsure,No,Somewhat serious,Strongly agree,Die now
11/19/2024 14:50:44,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Prefer not to answer,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Ideal romantic partner,No,Unsure,Somewhat serious,Somewhat disagree,Live forever
11/19/2024 14:55:11,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Conservative,No,Strongly agree,Ideal romantic partner,No,No,Very serious,Somewhat disagree,Die now
11/19/2024 14:57:09,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Prefer not to answer
11/19/2024 15:00:07,2027,Humanities/Arts,Man,"Queer, Questioning","Black, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Yes,No,Not at all serious,Somewhat agree,Die now
11/19/2024 15:01:17,2026,"Humanities/Arts, Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,Asian,"Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Live forever
11/19/2024 15:01:23,2026,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/19/2024 15:03:26,2028,Humanities/Arts,Woman,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/19/2024 15:04:30,2025,Humanities/Arts,Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,No,Unsure,Not at all serious,Strongly agree,Live forever
11/19/2024 15:04:33,2025,"Physical Sciences (including math, computer science)",Man,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Die now
11/19/2024 15:05:16,2027,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Lesbian,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Strongly disagree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/19/2024 15:06:51,2028,"Physical Sciences (including math, computer science)",Non-binary,Lesbian,"Black, White","No, I do not participate in varsity or club athletics",Very liberal,Yes,Strongly disagree,Dream job,Yes,Unsure,Not too serious,Strongly agree,Live forever
11/19/2024 15:07:45,2028,"Physical Sciences (including math, computer science)",Woman,Questioning,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Ideal romantic partner,No,Yes,Unsure,Somewhat agree,Live forever
11/19/2024 15:08:05,2028,Life Sciences,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Live forever
11/19/2024 15:09:04,2027,Life Sciences,Man,Straight,White,"Yes, club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,Yes,No,Somewhat serious,Somewhat agree,Live forever
11/19/2024 15:10:18,2026,"Physical Sciences (including math, computer science)",Woman,Bisexual,"Asian, Black","Yes, varsity athletics",Very liberal,Yes,Somewhat agree,Ideal romantic partner,No,Prefer not to answer,Somewhat serious,Strongly agree,Die now
11/19/2024 15:10:53,2026,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"Yes, varsity athletics",Moderate,Yes,Somewhat disagree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/19/2024 15:11:12,2028,Life Sciences,Woman,"Straight, Asexual",White,"Yes, club athletics",Moderate,No,Somewhat disagree,Dream job,Yes,Yes,Very serious,Strongly agree,Die now
11/19/2024 15:12:01,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Non-binary,Queer,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,Yes,Not at all serious,Somewhat agree,Prefer not to answer
11/19/2024 15:12:34,2025,Life Sciences,Man,Straight,Black,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Ideal romantic partner,Yes,No,Not at all serious,Strongly agree,Die now
11/19/2024 15:14:18,2026,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Gay,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Not too serious,Somewhat agree,Live forever
11/19/2024 15:14:44,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Ideal romantic partner,No,Yes,Somewhat serious,Strongly agree,Die now
11/19/2024 15:14:52,2028,Humanities/Arts,Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Yes,Yes,Not too serious,Somewhat agree,Live forever
11/19/2024 15:15:55,2027,Life Sciences,Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Somewhat agree,Prefer not to answer
11/19/2024 15:16:38,2027,Life Sciences,Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Unsure,No,Strongly agree,Dream job,No,No,Very serious,Unsure,Die now
11/19/2024 15:16:47,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Asexual,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Not too serious,Strongly agree,Die now
11/19/2024 15:16:49,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Unsure,No,Not at all serious,Strongly agree,Live forever
11/19/2024 15:17:02,2026,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,No,Not at all serious,Strongly agree,Live forever
11/19/2024 15:17:33,2025,Humanities/Arts,Man,Prefer not to answer,White,Prefer not to answer,Liberal,No,Prefer not to answer,Ideal romantic partner,Unsure,Unsure,Not too serious,Somewhat disagree,Live forever
11/19/2024 15:19:39,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Somewhat serious,Somewhat disagree,Die now
11/19/2024 15:19:42,2027,"Physical Sciences (including math, computer science)",Woman,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Prefer not to answer,Dream job,Yes,No,Not too serious,Strongly agree,Prefer not to answer
11/19/2024 15:20:32,2027,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Gay,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Somewhat serious,Strongly agree,Live forever
11/19/2024 15:21:10,2027,"Humanities/Arts, Life Sciences, Physical Sciences (including math, computer science)",Man,Bisexual,White,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not at all serious,Somewhat agree,Die now
11/19/2024 15:21:49,2025,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Moderate,Yes,Prefer not to answer,Ideal romantic partner,Unsure,Yes,Somewhat serious,Somewhat disagree,Die now
11/19/2024 15:25:23,2027,"Physical Sciences (including math, computer science)",Woman,Lesbian,White,"Yes, varsity athletics",Liberal,No,Strongly agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/19/2024 15:25:34,2027,Humanities/Arts,Woman,Bisexual,White,"Yes, varsity athletics",Liberal,No,Somewhat agree,Dream job,Unsure,No,Not too serious,Strongly agree,Die now
11/19/2024 15:26:17,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Unsure,Yes,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Prefer not to answer
11/19/2024 15:31:42,2028,Life Sciences,Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 15:31:55,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,Unsure,Not too serious,Somewhat disagree,Die now
11/19/2024 15:33:50,2027,"Physical Sciences (including math, computer science)",Woman,Queer,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,Unsure,No,Not too serious,Strongly agree,Die now
11/19/2024 15:34:06,2027,Life Sciences,Man,Straight,Asian,"Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Unsure,Somewhat agree,Prefer not to answer
11/19/2024 15:34:12,2025,"Physical Sciences (including math, computer science)",Man,Gay,Asian,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,Unsure,No,Somewhat serious,Strongly agree,Live forever
11/19/2024 15:35:36,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 15:36:09,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,No,Yes,Not too serious,Strongly agree,Die now
11/19/2024 15:37:08,2027,"Social Sciences (including economics, CLPS)",Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 15:39:23,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Somewhat agree,Die now
11/19/2024 15:39:36,2028,Life Sciences,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly disagree,Dream job,No,No,Prefer not to answer,Somewhat disagree,Die now
11/19/2024 15:40:02,2028,"Humanities/Arts, Life Sciences",Woman,Other LGBTQ+,Asian,"Yes, club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Unsure,Somewhat agree,Live forever
11/19/2024 15:40:49,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Ideal romantic partner,No,No,Not too serious,Strongly agree,Die now
11/19/2024 15:41:06,2027,Life Sciences,Woman,Asexual,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 15:41:37,2025,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Live forever
11/19/2024 15:41:39,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, varsity athletics, Yes, club athletics",Very liberal,Yes,Strongly agree,Ideal romantic partner,Yes,No,Very serious,Somewhat agree,Prefer not to answer
11/19/2024 15:41:46,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Asexual,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,Unsure,No,Not at all serious,Somewhat agree,Die now
11/19/2024 15:42:58,2027,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/19/2024 15:43:15,2028,"Social Sciences (including economics, CLPS)",Man,Bisexual,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,No,Not at all serious,Strongly agree,Prefer not to answer
11/19/2024 15:44:11,2026,Humanities/Arts,Woman,"Bisexual, Straight, Questioning",White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,No,Not too serious,Strongly agree,Die now
11/19/2024 15:45:08,2028,"Life Sciences, Physical Sciences (including math, computer science)",Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly agree,Dream job,Unsure,No,Not too serious,Unsure,Live forever
11/19/2024 15:45:46,2028,"Physical Sciences (including math, computer science)",Man,Straight,"Black, White","Yes, varsity athletics",Liberal,Yes,Somewhat disagree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Prefer not to answer
11/19/2024 15:46:58,2027,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat disagree,Live forever
11/19/2024 15:48:27,2028,Humanities/Arts,Man,"Straight, Questioning",Asian,"Yes, club athletics",Liberal,Prefer not to answer,Somewhat agree,Ideal romantic partner,No,No,Unsure,Somewhat disagree,
11/19/2024 15:48:30,2027,"Humanities/Arts, Physical Sciences (including math, computer science)","Man, Non-binary","Bisexual, Queer","Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,No,Unsure,Not at all serious,Somewhat agree,Live forever
11/19/2024 15:48:57,2026,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Pansexual,Asian,"Yes, club athletics",Very liberal,Yes,Strongly disagree,Dream job,Yes,Yes,Not at all serious,Somewhat agree,Live forever
11/19/2024 15:49:43,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Ideal romantic partner,No,Unsure,Not too serious,Somewhat disagree,Live forever
11/19/2024 15:50:34,2027,Life Sciences,Woman,Straight,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Unsure,Strongly agree,Prefer not to answer
11/19/2024 15:51:00,2027,Life Sciences,Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,Yes,No,Not too serious,Strongly agree,Die now
11/19/2024 15:51:15,2027,Life Sciences,Woman,Straight,White,"Yes, club athletics",Moderate,No,Somewhat disagree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Live forever
11/19/2024 15:52:02,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,No,Very serious,Strongly agree,Live forever
11/19/2024 15:52:31,2025,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,Prefer not to answer,Strongly disagree,Ideal romantic partner,Yes,Yes,Not at all serious,Strongly agree,Die now
11/19/2024 15:52:40,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Unsure,Strongly agree,Die now
11/19/2024 15:53:12,2027,"Life Sciences, Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Not too serious,Somewhat agree,Live forever
11/19/2024 15:53:48,2026,"Social Sciences (including economics, CLPS)",Man,Straight,Black,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,No,Not at all serious,Strongly agree,Live forever
11/19/2024 15:54:03,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Queer,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Die now
11/19/2024 15:54:07,2027,Humanities/Arts,Woman,"Queer, Other LGBTQ+",Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Dream job,Unsure,Yes,Not too serious,Somewhat agree,Die now
11/19/2024 15:54:51,2026,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/19/2024 15:55:06,2026,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Unsure,Somewhat agree,Die now
11/19/2024 15:55:13,2026,"Physical Sciences (including math, computer science)",Man,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Dream job,No,Unsure,Not too serious,Somewhat agree,Live forever
11/19/2024 15:55:22,2025,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,Unsure,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 15:55:29,2025,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 15:55:50,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Strongly disagree,Dream job,Yes,Yes,Not at all serious,Strongly agree,Live forever
11/19/2024 15:56:43,2025,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Not at all serious,Strongly agree,Live forever
11/19/2024 15:57:09,2026,Humanities/Arts,Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,Unsure,No,Not at all serious,Somewhat agree,Prefer not to answer
11/19/2024 15:57:41,2025,"Physical Sciences (including math, computer science)",Woman,Bisexual,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,Unsure,Not too serious,Somewhat agree,Die now
11/19/2024 15:58:14,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,Prefer not to answer,Moderate,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Die now
